uniprot_id,pdb_id,pdb_path,bindingdb_raw,0
P46093,8ZCF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8zcf.pdb,,
P46093,8Z9O,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z9o.pdb,,
P46093,8Z67,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z67.pdb,,
P46093,8Z65,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z65.pdb,,
P46093,8Z3Q,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z3q.pdb,,
P46093,8Z66,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z66.pdb,,
P46093,8Z9P,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z9p.pdb,,
P46093,8Z3M,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z3m.pdb,,
P46093,8ZCE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8zce.pdb,,
P46093,8Z3Y,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46093/8z3y.pdb,,
O95977,2DCO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O95977/2dco.pdb,,
Q8WXD0,2M96,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q8WXD0/2m96.pdb,,
Q9Y5Y4,6D26,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5Y4/6d26.pdb,,
Q9Y5Y4,7M8W,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5Y4/7m8w.pdb,,
Q9Y5Y4,6D27,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9Y5Y4/6d27.pdb,,
P25116,3HKI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/3hki.pdb,,
P25116,1NRQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/1nrq.pdb,,
P25116,3VW7,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/3vw7.pdb,,
P25116,1NRN,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/1nrn.pdb,,
P25116,3BEF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/3bef.pdb,,
P25116,1NRP,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/1nrp.pdb,,
P25116,3LU9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/3lu9.pdb,,
P25116,1NRR,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/1nrr.pdb,,
P25116,1NRO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/1nro.pdb,,
P25116,3HKJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25116/3hkj.pdb,,
P30993,8HPT,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30993/8hpt.pdb,,
P30993,8HQC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30993/8hqc.pdb,,
P49683,9K27,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49683/9k27.pdb,,
P49683,9K26,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49683/9k26.pdb,,
P49683,8ZPT,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49683/8zpt.pdb,,
P49683,8ZPS,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P49683/8zps.pdb,,
P32238,1HZN,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/1hzn.pdb,,
P32238,7EZM,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7ezm.pdb,,
P32238,7F8Y,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7f8y.pdb,,
P32238,7MBY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7mby.pdb,,
P32238,7MBX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7mbx.pdb,,
P32238,7EZH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7ezh.pdb,,
P32238,7F8U,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7f8u.pdb,,
P32238,1D6G,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/1d6g.pdb,,
P32238,7F8X,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7f8x.pdb,,
P32238,7EZK,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32238/7ezk.pdb,,
P30874,7XAT,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7xat.pdb,,
P30874,7XMR,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7xmr.pdb,,
P30874,7XAV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7xav.pdb,,
P30874,7T11,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7t11.pdb,,
P30874,7T10,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7t10.pdb,,
P30874,7WJ5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7wj5.pdb,,
P30874,7WIG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7wig.pdb,,
P30874,7UL5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7ul5.pdb,,
P30874,7WIC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7wic.pdb,,
P30874,7XAU,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30874/7xau.pdb,,
P46089,9LYD,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46089/9lyd.pdb,,
P46089,8U8F,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46089/8u8f.pdb,,
P46089,9LYB,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46089/9lyb.pdb,,
P46089,8WW2,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46089/8ww2.pdb,,
P46089,8X2K,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46089/8x2k.pdb,,
P46089,9LYC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P46089/9lyc.pdb,,
P30872,9IK9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30872/9ik9.pdb,,
P04001,8Y01,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P04001/8y01.pdb,,
P32245,8WKY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/8wky.pdb,,
P32245,7AUE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7aue.pdb,,
P32245,7F53,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7f53.pdb,,
P32245,8QJ2,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/8qj2.pdb,,
P32245,7F54,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7f54.pdb,,
P32245,7PIU,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7piu.pdb,,
P32245,7PIV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7piv.pdb,,
P32245,7F55,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7f55.pdb,,
P32245,6W25,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/6w25.pdb,,
P32245,7F58,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P32245/7f58.pdb,,
P30680,6EXJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P30680/6exj.pdb,,
Q9BXC1,8IZB,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXC1/8izb.pdb,,
Q9BXC1,8KH5,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXC1/8kh5.pdb,,
Q9BXC1,7XV3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXC1/7xv3.pdb,,
P21730,8GOO,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/8goo.pdb,,
P21730,5O9H,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/5o9h.pdb,,
P21730,8GO8,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/8go8.pdb,,
P21730,2K3U,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/2k3u.pdb,,
P21730,7Y66,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/7y66.pdb,,
P21730,7Y67,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/7y67.pdb,,
P21730,6C1R,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/6c1r.pdb,,
P21730,7Y64,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/7y64.pdb,,
P21730,7Y65,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/7y65.pdb,,
P21730,6C1Q,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21730/6c1q.pdb,,
P43657,9ITB,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43657/9itb.pdb,,
P43657,9ITE,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43657/9ite.pdb,,
P47900,7XXH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47900/7xxh.pdb,,
P47900,8WJX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47900/8wjx.pdb,,
P47900,9JCL,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47900/9jcl.pdb,,
P47900,4XNV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47900/4xnv.pdb,,
P47900,4XNW,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47900/4xnw.pdb,,
P25024,1ILQ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25024/1ilq.pdb,,
P25024,8IC0,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25024/8ic0.pdb,,
P25024,1ILP,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25024/1ilp.pdb,,
P25024,2LNL,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25024/2lnl.pdb,,
P25024,6XMN,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25024/6xmn.pdb,,
P25101,8XVI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P25101/8xvi.pdb,,
O43193,9JMD,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43193/9jmd.pdb,,
O43193,8IBU,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43193/8ibu.pdb,,
O43193,8IBV,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O43193/8ibv.pdb,,
O14842,5TZR,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/5tzr.pdb,,
O14842,9K1C,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/9k1c.pdb,,
O14842,8T3V,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/8t3v.pdb,,
O14842,8EIT,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/8eit.pdb,,
O14842,5TZY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/5tzy.pdb,,
O14842,4PHU,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/4phu.pdb,,
O14842,8EJK,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/8ejk.pdb,,
O14842,5KW2,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/5kw2.pdb,,
O14842,8EJC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/O14842/8ejc.pdb,,
P21453,7EVZ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7evz.pdb,,
P21453,3V2Y,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/3v2y.pdb,,
P21453,7EW0,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7ew0.pdb,,
P21453,7TD3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7td3.pdb,,
P21453,7EW7,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7ew7.pdb,,
P21453,7EO4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7eo4.pdb,,
P21453,7EO2,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7eo2.pdb,,
P21453,3V2W,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/3v2w.pdb,,
P21453,7EVY,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7evy.pdb,,
P21453,7TD4,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P21453/7td4.pdb,,
Q9BXA5,8JPP,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXA5/8jpp.pdb,,
Q9BXA5,8WP1,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXA5/8wp1.pdb,,
Q9BXA5,8YKX,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXA5/8ykx.pdb,,
Q9BXA5,8YKW,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXA5/8ykw.pdb,,
Q9BXA5,8WOG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXA5/8wog.pdb,,
Q9BXA5,8JPN,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/Q9BXA5/8jpn.pdb,,
P28335,8DPI,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28335/8dpi.pdb,,
P28335,8DPH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28335/8dph.pdb,,
P28335,8DPG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28335/8dpg.pdb,,
P28335,6BQH,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28335/6bqh.pdb,,
P28335,6BQG,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28335/6bqg.pdb,,
P28335,8DPF,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P28335/8dpf.pdb,,
P43115,6AK3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43115/6ak3.pdb,,
P43115,6M9T,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43115/6m9t.pdb,,
P43115,8GDC,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43115/8gdc.pdb,,
P43115,7WU9,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P43115/7wu9.pdb,,
P47211,7XJJ,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47211/7xjj.pdb,,
P47211,7WQ3,/home/corey/Documents/comp_chem/ml/affinity/single_task_affinity/data_affinity/P47211/7wq3.pdb,,
