title,abstract,year,doi,pmid,journal,authors,source,query,is_experimental,compound_name,matched_compounds,name,cid,canonical_smiles,iupac_name
Quantification and Metabolite Identification of Sulfasalazine in Mouse Brain and Plasma Using Quadrupole-Time-of-Flight Mass Spectrometry.,"Sulfasalazine (SAS), an anti-inflammatory drug with potent cysteine/glutamate antiporter system xc-(SXC) inhibition has recently shown beneficial effects in brain-related diseases. Despite many reports related to central nervous system (CNS) effect of SAS, pharmacokinetics (PK) and metabolite identification studies in the brain for SAS were quite limited. The aim of this study was to investigate the pharmacokinetics and metabolite identification of SAS and their distributions in mouse brain. Using in vivo brain exposure studies (neuro PK), the PK parameters of SAS was calculated for plasma as well as brain following intravenous and oral administration at 10 mg/kg and 50 mg/kg in mouse, respectively. In addition, in vivo metabolite identification (MetID) studies of SAS in plasma and brain were also conducted. The concentration of SAS in brain was much lower than that in plasma and only 1.26% of SAS was detected in mouse brain when compared to the SAS concentration in plasma (brain to plasma ratio (%): 1.26). In the MetID study, sulfapyridine (SP), hydroxy-sulfapyridine (SP-OH), and N-acetyl sulfapyridine (Ac-SP) were identified in plasma, whereas only SP and Ac-SP were identified as significant metabolites in brain. As a conclusion, our results suggest that the metabolites of SAS such as SP and Ac-SP might be responsible for the pharmacological effect in brain, not the SAS itself.",2021,10.3390/molecules26041179,33671835,,"Choi J, Park MH, Shin SH, Byeon JJ, Lee BI, Park Y, Shin YG.",MED,"""brain-to-plasma ratio""",True,Sulfasalazine,"[36, 39]",Sulfasalazine,5339.0,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,2-hydroxy-5-[[4-(pyridin-2-ylsulfamoyl)phenyl]diazenyl]benzoic acid
Impact of quercetin on pharmacokinetics of quetiapine: insights from <i>in-vivo</i> studies in wistar rats.,"Quercetin (QCN) is commonly used in high doses as a dietary supplement for weight loss. Psychotic patients are at greater risk of developing obesity than the general population. The present study was designed to understand the impact of QCN on the exposure of quetiapine (QTE), an anti-psychotic drug with narrow therapeutic index and brain penetrating capability. The content of QTE in rat plasma was analyzed through liquid chromatography-tandem mass spectrometry. The results showed a significant (<i>p</i> < 0.05) increase in exposure of QTE (peroral dosed) in the animals pre-treated with QCN as compared to the control group. All the animals pre-treated with QCN, succumbed to death within 3-5 min of intravenous dosing of QTE (1 mg/kg). The studies in rat liver S9 fraction indicated that QCN could increase the metabolic stability of QTE by inhibiting the activity of CYP enzymes. The brain to plasma ratio of QTE increased upon QCN pre-treatment (2.6 vs 7.7), which could be attributed to P-glycoprotein inhibition at the blood-brain barrier by QCN. The current set of studies indicated that serious herb-drug interaction between QCN and QTE might occur when they are co-administered. Caution is advised for concomitant use of QCN rich dietary supplements with QTE.",2020,10.1080/00498254.2020.1792002,32623931,,"Bhutani P, Rajanna PK, Paul AT.",MED,"""brain-to-plasma ratio""",True,Impact,[22],Impact,91727.0,C1=CC=C(C(=C1)C(CN2C=NC=N2)(C3=CC=C(C=C3)F)O)F,"1-(2-fluorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol"
"Discovery of Thiochroman Derivatives as Potent, Oral Selective Estrogen Receptor Degraders and Antagonists for the Treatment of Endocrine-Resistant Breast Cancer.","Selective estrogen receptor degraders (SERDs) deplete the ER signaling pathway via antagonism and degradation of ERα and represent a promising strategy to tackle endocrine resistance. Here, we report a new class of SERDs by pharmacological evolution of a selective estrogen receptor modulator, lasofoxifene. The structure-activity relationship study and efforts to circumvent the issue of human ether-a-go-go-related gene led to the identification of compounds <b>51</b>. This bifunctional compound displayed broad activity across a vast array of cell backgrounds and was capable of effectively degrading and antagonizing wild-type ERα and clinically relevant ERα mutants. <b>51</b> exhibited favorable pharmacokinetic properties and good brain penetration, with a brain/plasma ratio of 3.05, and significantly suppressed the growth of tumor in a tamoxifen-resistant MCF-7 Tam1 xenograft model. Overall, the study demonstrates <b>51</b> as a highly potent, oral, and brain penetrant ER degrader and pure antagonist, showing a good potential in overcoming endocrine resistance.",2024,10.1021/acs.jmedchem.4c02453,39610216,,"Zhang D, Lu Z, He Y, Leng XY, Meng X, Lei X, Kong D, Sun L, Hu W, Yang Y.",MED,"""brain plasma ratio""",True,Estrogen Receptor,"[16, 34, 37, 38]",Estrogen Receptor,156018436.0,COC(=O)C1=C(OC2=C(C1C3=CC=C(C=C3)OCCN4CCOCC4)C=CC(=C2)O)N,methyl 2-amino-7-hydroxy-4-[4-(2-morpholin-4-ylethoxy)phenyl]-4H-chromene-3-carboxylate
"Discovery of Thiochroman Derivatives as Potent, Oral Selective Estrogen Receptor Degraders and Antagonists for the Treatment of Endocrine-Resistant Breast Cancer.","Selective estrogen receptor degraders (SERDs) deplete the ER signaling pathway via antagonism and degradation of ERα and represent a promising strategy to tackle endocrine resistance. Here, we report a new class of SERDs by pharmacological evolution of a selective estrogen receptor modulator, lasofoxifene. The structure-activity relationship study and efforts to circumvent the issue of human ether-a-go-go-related gene led to the identification of compounds <b>51</b>. This bifunctional compound displayed broad activity across a vast array of cell backgrounds and was capable of effectively degrading and antagonizing wild-type ERα and clinically relevant ERα mutants. <b>51</b> exhibited favorable pharmacokinetic properties and good brain penetration, with a brain/plasma ratio of 3.05, and significantly suppressed the growth of tumor in a tamoxifen-resistant MCF-7 Tam1 xenograft model. Overall, the study demonstrates <b>51</b> as a highly potent, oral, and brain penetrant ER degrader and pure antagonist, showing a good potential in overcoming endocrine resistance.",2024,10.1021/acs.jmedchem.4c02453,39610216,,"Zhang D, Lu Z, He Y, Leng XY, Meng X, Lei X, Kong D, Sun L, Hu W, Yang Y.",MED,"""brain plasma ratio""",True,Treatment,"[16, 34, 37, 38]",Treatment,26041.0,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],zinc bis(1-oxidopyridin-1-ium-2-thiolate)
The angiotensin (1-7) glycopeptide PNA5 improves cognition in a chronic progressive mouse model of Parkinson's disease through modulation of neuroinflammation.,"Cognitive decline in Parkinson's Disease (PD) is a prevalent and undertreated aspect of disease. Currently, no therapeutics adequately improve this aspect of disease. It has been previously shown that MAS receptor agonism via the glycosylated Angiotensin (1-7) peptide, PNA5, effectively reduces cognitive decline in models of vascular contributions to cognitive impairment and dementia (VCID). PNA5 has a brain/plasma ratio of 0.255 indicating good brain penetration. The goal of the present study was to determine if (1) systemic administration of PNA5 rescued cognitive decline in a mouse model of PD, and (2) if improvements in cognitive status could be correlated with changes to histopathological or blood plasma-based changes. Mice over-expressing human, wild-type α-synuclein (αSyn) under the Thy1 promoter (Thy1-αSyn mice, ""line 61"") were used as a model of PD with cognitive decline. Thy1-αSyn mice were treated with a systemic dose of PNA5, or saline (1 mg/kg/day) beginning at 4 months of age and underwent behavioral testing at 6 months, compared to WT. Subsequently, mice brains were analyzed for changes to brain pathology, and blood plasma was examined with a Multiplex Immunoassay for peripheral cytokine changes. Treatment with PNA5 reversed cognitive dysfunction measured by Novel Object Recognition and spontaneous alteration in a Y-maze in Thy1-αSyn mice. PNA5 treatment was specific to cognitive deficits, as fine-motor disturbances were unchanged. Enhanced cognition was associated with decreases in hippocampal inflammation and reductions in circulating levels of Macrophage Induced Protein (MIP-1β). Additionally, neuronal loss was blunted within the CA3 hippocampal region of PNA5-treated αsyn mice. These data reveal that PNA5 treatment reduces cognitive dysfunction in a mouse model of PD. These changes are associated with decreased MIP-1β levels in plasma identifying a candidate biomarker for target engagement. Thus, PNA5 treatment could potentially fill the therapeutic gap for cognitive decline in PD.",2024,10.1016/j.expneurol.2024.114926,39153685,,"Bernard K, Mota JA, Wene P, Corenblum MJ, Saez JL, Bartlett MJ, Heien ML, Doyle KP, Polt R, Hay M, Madhavan L, Falk T.",MED,"""brain plasma ratio""",True,The,"[37, 39]",The,5866.0,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,"(3R,5R,8S,9S,10S,13S,14S,17R)-3,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-11-one"
Age dependent contribution of entry via the CSF to the overall brain entry of small and large hydrophilic markers,"<h4>Background: </h4> Permeability of blood brain barrier to hydrophilic markers has been shown to be higher in the developing brain. Apart from synthesis in situ , any substance detected in the brain parenchyma can originate from two sources: directly through blood vessels of brain vasculature and/or indirectly by entry from the cerebrospinal fluid (CSF) after transfer across the choroid plexuses. The relative quantitative contribution of these two routes to the overall brain entry remains unclear. Methods  In rats at embryonic day 16, 19 and postnatal day 4 and adults, a small (sucrose, mw. 342 Da) or a large (dextran, mw. 70 kDa) radiolabelled hydrophilic marker was injected intravenously for very short periods of time (30 seconds to 5 minutes) before collection of plasma, cerebrospinal fluid (CSF) & brain samples. Results are presented as concentration ratios between radioactivity in CSF or brain and that in plasma (%). Results  The dextran brain/plasma ratio five minutes post injection was similar (2–4%) from E16 to adulthood whereas the sucrose brain/plasma ratio was higher in fetal brains but was comparable to dextran values in the adult. Sucrose CSF/plasma ratio was higher than that of the brain in fetal animals and also decreased with age. In very short experiments involving fetal animals, entry of sucrose in the CSF after only 30 seconds was similar to that of dextran and both markers showed similar brain/plasma ratios. Conclusions  In the developing brain the apparent higher brain entry of a small hydrophilic marker such as sucrose can be attributed to its higher entry into the CSF and subsequent diffusion into the brain. By contrast, movement of a larger marker like 70 kDa dextran between the brain and CSF would be restricted by specialised junctional complexes between the neuroepithelium lining the ventricles. Brain/plasma ratios of 70 kDa dextran were similar in fetal and adult rats. Therefore 70 kDa dextran should be considered an appropriate marker if brain residual vascular space is to be measured, especially in younger animals.",2022,10.21203/rs.3.rs-1860222/v1,,,"Qiu F, Huang Y, Saunders NR, Habgood MD, Dziegielewska KM.",PPR,"""brain plasma ratio""",True,Age,"[2, 37]",Age,7838.0,C=CCOCC1CO1,2-(prop-2-enoxymethyl)oxirane
Toxicokinetic/Toxicodynamic Interaction Studies in Rats between the Drugs of Abuse γ-Hydroxybutyric Acid and Ketamine and Treatment Strategies for Overdose.,"γ-hydroxybutyric acid (GHB) is widely abused alone and in combination with other club drugs such as ketamine. GHB exhibits nonlinear toxicokinetics, characterized by saturable metabolism, saturable absorption and saturable renal reabsorption mediated by monocarboxylate transporters (MCTs). In this research, we characterized the effects of ketamine on GHB toxicokinetics/toxicodynamics (TK/TD) and evaluated the use of MCT inhibition and specific receptor antagonism as potential treatment strategies for GHB overdose in the presence of ketamine. Adult male Sprague-Dawley rats were administered GHB 600 mg/kg i.v. alone or with ketamine (6 mg/kg i.v. bolus plus 1 mg/kg/min i.v. infusion). Plasma and urine samples were collected and respiratory parameters (breathing frequency, tidal and minute volume) continuously monitored using whole-body plethysmography. Ketamine co-administration resulted in a significant decrease in GHB total and metabolic clearance, with renal clearance remaining unchanged. Ketamine prevented the compensatory increase in tidal volume produced by GHB, and this resulted in a significant decline in minute volume when compared to GHB alone. Sleep time and lethality were also increased after ketamine co-administration when compared to GHB. L-lactate and AR-C155858 (potent MCT inhibitor) treatment resulted in an increase in GHB renal and total clearance and improvement in respiratory depression. AR-C155858 administration also resulted in a significant decrease in GHB brain/plasma ratio. SCH50911 (GABA<sub>B</sub> receptor antagonist), but not naloxone, improved GHB-induced respiratory depression in the presence of ketamine. In conclusion, ketamine ingestion with GHB can result in significant TK/TD interactions. MCT inhibition and GABA<sub>B</sub> receptor antagonism can serve as potential treatment strategies for GHB overdose when it is co-ingested with ketamine.",2021,10.3390/pharmaceutics13050741,34069815,,"Kwatra NV, Morris ME.",MED,"""brain plasma ratio""",True,Ketamine,"[20, 23, 37, 38, 39]",Ketamine,3821.0,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one
Toxicokinetic/Toxicodynamic Interaction Studies in Rats between the Drugs of Abuse γ-Hydroxybutyric Acid and Ketamine and Treatment Strategies for Overdose.,"γ-hydroxybutyric acid (GHB) is widely abused alone and in combination with other club drugs such as ketamine. GHB exhibits nonlinear toxicokinetics, characterized by saturable metabolism, saturable absorption and saturable renal reabsorption mediated by monocarboxylate transporters (MCTs). In this research, we characterized the effects of ketamine on GHB toxicokinetics/toxicodynamics (TK/TD) and evaluated the use of MCT inhibition and specific receptor antagonism as potential treatment strategies for GHB overdose in the presence of ketamine. Adult male Sprague-Dawley rats were administered GHB 600 mg/kg i.v. alone or with ketamine (6 mg/kg i.v. bolus plus 1 mg/kg/min i.v. infusion). Plasma and urine samples were collected and respiratory parameters (breathing frequency, tidal and minute volume) continuously monitored using whole-body plethysmography. Ketamine co-administration resulted in a significant decrease in GHB total and metabolic clearance, with renal clearance remaining unchanged. Ketamine prevented the compensatory increase in tidal volume produced by GHB, and this resulted in a significant decline in minute volume when compared to GHB alone. Sleep time and lethality were also increased after ketamine co-administration when compared to GHB. L-lactate and AR-C155858 (potent MCT inhibitor) treatment resulted in an increase in GHB renal and total clearance and improvement in respiratory depression. AR-C155858 administration also resulted in a significant decrease in GHB brain/plasma ratio. SCH50911 (GABA<sub>B</sub> receptor antagonist), but not naloxone, improved GHB-induced respiratory depression in the presence of ketamine. In conclusion, ketamine ingestion with GHB can result in significant TK/TD interactions. MCT inhibition and GABA<sub>B</sub> receptor antagonism can serve as potential treatment strategies for GHB overdose when it is co-ingested with ketamine.",2021,10.3390/pharmaceutics13050741,34069815,,"Kwatra NV, Morris ME.",MED,"""brain plasma ratio""",True,Hydroxybutyric Acid,"[20, 23, 37, 38, 39]",Hydroxybutyric Acid,11266.0,CCC(C(=O)O)O,2-hydroxybutanoic acid
Age dependent contribution of entry via the CSF to the overall brain entry of small and large hydrophilic markers.,"<h4>Background</h4>Apparent permeability of the blood brain barrier to hydrophilic markers has been shown to be higher in the developing brain. Apart from synthesis in situ, any substance detected in the brain parenchyma can originate from two sources: directly through blood vessels of brain vasculature and/or indirectly by entry from the cerebrospinal fluid (CSF) after transfer across the choroid plexuses. The relative quantitative contribution of these two routes to the overall brain entry remains unclear.<h4>Methods</h4>In rats at embryonic day 16, 19 and postnatal day 4 and young adults, a small (sucrose, mw. 342 Da) or a large (dextran, mw. 70 kDa) radiolabelled hydrophilic marker was injected intravenously for very short periods of time (30 s to 5 min) before collection of plasma, cerebrospinal fluid (CSF) and brain samples. Results are presented as concentration ratios between radioactivity measured in CSF or brain and that in plasma (%).<h4>Results</h4>The dextran brain/plasma ratio five minutes post injection was similar (2-4%) from E16 to adulthood whereas the sucrose brain/plasma ratio was significantly higher in fetal brains, but was comparable to dextran values in the adult. Sucrose CSF/plasma ratios were also significantly higher in fetal animals and decreased with age. In very short experiments involving fetal animals, entry of sucrose into the CSF after only 30 s was similar to that of dextran and both markers showed similar brain/plasma ratios.<h4>Conclusions</h4>In the developing brain the apparent higher brain entry of a small hydrophilic marker such as sucrose can be attributed to its higher entry into the CSF and subsequent diffusion into the brain. By contrast, movement of a larger marker like 70 kDa dextran is restricted firstly by choroid plexus epithelial tight junctions and secondly by specialised junctions in the neuroependymal interface between the CSF and brain. Brain/plasma ratios of 70 kDa dextran were similar in fetal and adult rats. Therefore 70 kDa dextran should be considered an appropriate marker if brain residual vascular space is to be measured, especially in younger animals.",2022,10.1186/s12987-022-00387-z,36376903,,"Qiu F, Huang Y, Saunders NR, Habgood MD, Dziegielewska KM.",MED,"""brain plasma ratio""",True,Age,"[2, 37]",Age,7838.0,C=CCOCC1CO1,2-(prop-2-enoxymethyl)oxirane
"Distribution in Rat Blood and Brain of TDMQ20, a Copper Chelator Designed as a Drug-Candidate for Alzheimer's Disease.","(1) Background: TDMQ20 is a specific regulator of copper homeostasis in the brain, able to inhibit cognitive impairment in the early stages of Alzheimer's disease (AD) in mouse models of AD. To promote the further development of this drug-candidate, preliminary data on the pharmacokinetics of TDMQ20 in a mammal model have been collected. Since TDMQ20 should be administered orally, its absorption by the gastrointestinal tract was evaluated by comparison of blood concentrations after administration by oral and IV routes, and its ability to reach its target (the brain) was confirmed by comparison between blood and brain concentrations after oral administration. (2) Methods: plasmatic and brain concentrations of the drug after oral or intravenous treatment of rats at pharmacologically relevant doses were determined as a function of time. (3) Results: oral absorption of TDMQ20 was rapid and bioavailability was high (66% and 86% for males and females, respectively). The drug accumulated in the brain for several hours (brain-plasma ratio 3 h after oral administration = 2.6), and was then efficiently cleared. (4) Conclusions: these data confirm that TDMQ20 efficiently crosses the brain-blood barrier and is a relevant drug-candidate to treat AD.",2022,10.3390/pharmaceutics14122691,36559185,,"Huang L, Zeng Y, Li Y, Zhu Y, He Y, Liu Y, Robert A, Meunier B.",MED,"""brain plasma ratio""",True,Copper Chelator,[11],Copper Chelator,170300.0,CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=C(C=C4)S(=O)(=O)O)C5=CC=C(C=C5)S(=O)(=O)O,"4-[2,9-dimethyl-7-(4-sulfophenyl)-1,10-phenanthrolin-4-yl]benzenesulfonic acid"
Selective A&lt;sub&gt;3&lt;/sub&gt; Adenosine Receptor Antagonist Radioligand for Human and Rodent Species.,"The A<sub>3</sub> adenosine receptor (A<sub>3</sub>AR) is a target for pain, ischemia, and inflammatory disease therapy. Among the ligand tools available are selective agonists and antagonists, including radioligands, but most high-affinity non-nucleoside antagonists are limited in selectivity to primate species. We have explored the structure-activity relationship of a previously reported A<sub>3</sub>AR antagonist DPTN <b>9</b> (<i>N</i>-[4-(3,5-dimethylphenyl)-5-(4-pyridyl)-1,3-thiazol-2-yl]nicotinamide) for radiolabeling, including 3-halo derivatives (3-iodo, MRS7907), and characterized <b>9</b> as a high -affinity radioligand [<sup>3</sup>H]MRS7799. A<sub>3</sub>AR <i>K</i> <sub>d</sub> values were (nM): 0.55 (human), 3.74 (mouse), and 2.80 (rat). An extended methyl acrylate (MRS8074, <b>19</b>) maintained higher affinity (18.9 nM) than a 3-((5-chlorothiophen-2-yl)ethynyl) derivative <b>20</b>. Compound <b>9</b> had an excellent brain distribution in rats (brain/plasma ratio ∼1). Receptor docking predicted its orthosteric site binding by engaging residues that were previously found to be essential for AR binding. Thus the new radioligand promises to be a useful species-general antagonist tracer for receptor characterization and drug discovery.",2022,10.1021/acsmedchemlett.1c00685,35450351,,"Suresh RR, Gao ZG, Salmaso V, Chen E, Campbell RG, Poe RB, Liston TE, Jacobson KA.",MED,"""brain plasma ratio""",True,Selective,"[1, 34]",Selective,22851.0,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])[O-].[NH4+],"azanium 2-butan-2-yl-4,6-dinitrophenolate"
"Olivetolic acid, a cannabinoid precursor in Cannabis sativa, but not CBGA methyl ester exhibits a modest anticonvulsant effect in a mouse model of Dravet syndrome.","<h4>Objective</h4>Cannabigerolic acid (CBGA), a precursor cannabinoid in Cannabis sativa, has recently been found to have anticonvulsant properties in the Scn1a<sup>+/-</sup> mouse model of Dravet syndrome. Poor brain penetration and chemical instability of CBGA limits its potential as an anticonvulsant therapy. Here, we examined whether CBGA methyl ester, a more stable analogue of CBGA, might have superior pharmacokinetic and anticonvulsant properties. In addition, we examined whether olivetolic acid, the biosynthetic precursor to CBGA with a truncated (des-geranyl) form, might possess minimum structural requirements for anticonvulsant activity. We also examined whether olivetolic acid and CBGA methyl ester retain activity at the epilepsy-relevant drug targets of CBGA: G-protein-coupled receptor 55 (GPR55) and T-type calcium channels.<h4>Methods</h4>The brain and plasma pharmacokinetic profiles of CBGA methyl ester and olivetolic acid were examined following 10 mg/kg intraperitoneal (i.p.) administration in mice (n = 4). The anticonvulsant potential of each was examined in male and female Scn1a<sup>+/-</sup> mice (n = 17-19) against hyperthermia-induced seizures (10-100 mg/kg, i.p.). CBGA methyl ester and olivetolic acid were also screened in vitro against T-type calcium channels and GPR55 using intracellular calcium and ERK phosphorylation assays, respectively.<h4>Results</h4>CBGA methyl ester exhibited relatively limited brain penetration (13%), although somewhat superior to that of 2% for CBGA. No anticonvulsant effects were observed against thermally induced seizures in Scn1a<sup>+/-</sup> mice. Olivetolic acid also showed poor brain penetration (1%) but had a modest anticonvulsant effect in Scn1a<sup>+/-</sup> mice increasing the thermally induced seizure temperature threshold by approximately 0.4°C at a dose of 100 mg/kg. Neither CBGA methyl ester nor olivetolic acid displayed pharmacological activity at GPR55 or T-type calcium channels.<h4>Conclusions</h4>Olivetolic acid displayed modest anticonvulsant activity against hyperthermia-induced seizures in the Scn1a<sup>+/-</sup> mouse model of Dravet syndrome despite poor brain penetration. The effect was, however, comparable to the known anticonvulsant cannabinoid cannabidiol in this model. Future studies could explore the anticonvulsant mechanism(s) of action of olivetolic acid and examine whether its anticonvulsant effect extends to other seizure types.",2022,10.1186/s42238-021-00113-w,34980287,,"Anderson LL, Udoh M, Everett-Morgan D, Heblinski M, McGregor IS, Banister SD, Arnold JC.",MED,"""brain plasma ratio""",True,Cannabis,"[10, 39]",Cannabis,5281520.0,CC1=CCC(C=CCC(=CCC1)C)(C)C,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene"
"Discovery of Novel Dual Adenosine A<sub>2A</sub> and A<sub>1</sub> Receptor Antagonists with 1<i>H</i>-Pyrazolo[3,4<i>-d</i>]pyrimidin-6-amine Core Scaffold as Anti-Parkinson's Disease Agents.","New compounds with 1<i>H</i>-pyrazolo [3,4<i>-d</i>]pyrimidin-6-amine core scaffolds were synthesized and characterized in vitro to determine their affinity for human A<sub>2A</sub> and A<sub>1</sub> receptors. Among the tested compounds, a few compounds displayed nanomolar binding affinities for both receptors. One particular compound, <b>11o,</b> showed high binding activities (<i>h</i>A<sub>2A</sub> K<sub>i</sub> = 13.3 nM; <i>h</i>A<sub>1</sub> K<sub>i</sub> = 55 nM) and full antagonism (<i>h</i>A<sub>2A</sub> IC<sub>50</sub> = 136 nM; <i>h</i>A<sub>1</sub> IC<sub>50</sub> = 98.8 nM) toward both receptors. Further tests showed that <b>11o</b> has low hepatic clearance and good pharmacokinetic properties in mice, along with high bioavailability and a high brain plasma ratio. In addition, <b>11o</b> was associated with very low cardiovascular risk and mutagenic potential, and was well-tolerated in rats and dogs. When tested in an MPTP-induced mouse model of Parkinson's disease, <b>11o</b> tended to improve behavior. Moreover, <b>11o</b> dose-dependently reversed haloperidol-induced catalepsy in female rats, with graded ED<sub>50</sub> of between 3 and 10 mg/kg. Taken together, these results suggest that this potent dual A<sub>2A</sub>/A<sub>1</sub> receptor antagonist, <b>11o</b>, is a good candidate for the treatment of Parkinson's disease with an excellent metabolic and safety profile.",2022,10.3390/ph15080922,35893746,,"Jung J, Lee Y, Moon AN, Ann J, Jeong JJ, Do N, Lee J.",MED,"""brain plasma ratio""",True,Adenosine,"[1, 2]",Adenosine,60961.0,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
"P05.06 Phase 2 study to evaluate the safety, pharmacokinetics and clinical activity of PI3K/mTOR inhibitor GDC-0084 given to glioblastoma (GBM) patients with unmethylated O6-methylguanine-methyltransferase (MGMT) promoter status","Abstract <h4>BACKGROUND</h4> GDC-0084 is a potent, oral, selective small molecule inhibitor of class I phosphoinositide 3-kinase and mammalian target of rapamycin (PI3K/mTOR). The PI3K pathway is activated in ≥ 70% of tumors, making it a compelling target for the treatment of GBM. GDC-0084 crosses the blood-brain barrier and achieves a brain / plasma ratio of approximately 1.0. GDC-0084 was given as once daily oral dosing in a phase 1 study (Wen et al, J Clin Oncol 34, 2016(15) suppl.2012) in 47 patients with recurrent high-grade gliomas. The adverse events were generally consistent with the established PI3K/mTOR inhibitor class-effects. The MTD identified was 45 mg once daily. <h4>MATERIAL AND METHODS</h4> This study has a 2-part design consisting of an open-label, multicenter dose-escalation study with expansion to assess the safety, tolerability, RP2D, PK, and clinical activity of GDC-0084 at QD dosing in patients with newly-diagnosed GBM with unmethylated MGMT promotor status. In the escalation phase the first cohort is completed without DLT. At the identified MTD, 20 subjects will be recruited in an expansion cohort and patients will be randomized to take GDC-0084 in fed and fasted states. Subjects in the expansion cohort will also have serial fluorodeoxyglucose-positron emission tomography (FDG-PET) imaging.",2019,,,,"Wen P, de Groot J, Battiste J, Goldlust S, Garner J, Simpson J, Olivero A, Cloughesy T.",PMC,"""brain plasma ratio""",True,P05,"[31, 37]",P05,57336490.0,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCC3=CC=NC=C3,(2S)-1-[(2R)-2-amino-3-phenylpropanoyl]-N-(pyridin-4-ylmethyl)pyrrolidine-2-carboxamide
Pharmacokinetics of Phytocannabinoid Acids and Anticonvulsant Effect of Cannabidiolic Acid in a Mouse Model of Dravet Syndrome.,"<i>Cannabis sativa</i> produces a complex mixture of many bioactive molecules including terpenophenolic compounds known as phytocannabinoids. Phytocannabinoids come in neutral forms (e.g., Δ<sup>9</sup>-tetrahydrocannabinol, THC; cannabidiol, CBD; etc.) or as acid precursors, which are dominant in the plant (e.g., Δ<sup>9</sup>-tetrahydrocannabinolic acid, THCA; cannabidiolic acid, CBDA; etc.). There is increasing interest in unlocking the therapeutic applications of the phytocannabinoid acids; however, the present understanding of the basic pharmacology of phytocannabinoid acids is limited. Herein the brain and plasma pharmacokinetic profiles of CBDA, THCA, cannabichromenic acid (CBCA), cannabidivarinic acid (CBDVA), cannabigerolic acid (CBGA), and cannabigerovarinic acid (CBGVA) were examined following intraperitoneal administration in mice. Next it was examined whether CBDA was anticonvulsant in a mouse model of Dravet syndrome (<i>Scn1a</i><sup>RX/+</sup> mice). All the phytocannabinoid acids investigated were rapidly absorbed with plasma <i>t</i><sub>max</sub> values of between 15 and 45 min and had relatively short half-lives (<4 h). The brain-plasma ratios for the acids were very low at ≤0.04. However, when CBDA was administered in an alternate Tween 80-based vehicle, it exhibited a brain-plasma ratio of 1.9. The anticonvulsant potential of CBDA was examined using this vehicle, and it was found that CBDA significantly increased the temperature threshold at which the <i>Scn1a</i><sup>RX/+</sup> mice had a generalized tonic-clonic seizure.",2019,10.1021/acs.jnatprod.9b00600,31686510,,"Anderson LL, Low IK, Banister SD, McGregor IS, Arnold JC.",MED,"""brain plasma ratio""",True,Cannabidiolic Acid,"[8, 9, 39]",Cannabidiolic Acid,160570.0,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,"2,4-dihydroxy-3-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-6-pentylbenzoic acid"
